card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
PL479282,Nissan Kicks SR,2023,20000-29999,25250,"4260 Kenowa Ave Sw Grandville, MI 49418",Y,Y,N,3N1CP5DV1PL479282,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",11209,mi.,suv,Front-wheel Drive,2 Tone Gray / Black,Yes,None reported,,Yes,"Clean CARFAX. CARFAX One-Owner. This Nissan Kicks comes well equipped and includes the following features and benefits, ONE OWNER, LOCAL TRADE-IN, Backup Camera, Keyless Access with Push Button Start, Bluetooth. 2023 Nissan Kicks SR FWD 1.6L 4-Cylinder DOHC 16V Boulder Gray Pearl 31/36 City/Highway|…|MPG At Serra Honda Grandville, we take pride in providing a honest and transparent experience for every customer. Enjoy our no haggling, no pressure and no confusion philosophy! We display our absolute lowest and best price up front. Whether you are from Grandville, Wyoming, Jenison, Hudsonville, Allendale, Grand Rapids, Ada, Rockford or anywhere in Southwest Michigan, speak with us today about your specific needs & our highly competitive pricing. Call 616-667-4500 or you can also visit us at www.serrahondagrandville.com.",2023-05-04T08:14:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PG273631,Subaru Crosstrek Base,2023,20000-29999,28999,"16351 W Colfax Ave Golden, CO 80401",Y,Y,Y,JF2GTAAC6PG273631,6-Speed Manual,Manual,2.0L H4 16V GDI DOHC,2000.0,Gasoline,"",7999,mi.,suv,AWD,Plasma Yellow Pearl,Yes,None reported,,No,"Plasma Yellow Pearl Body Side Molding  Splash Guards  Rear Bumper Cover  Cargo Tray  Bluetooth Connection  Rear Spoiler  All Wheel Drive  Black; Cloth Upholstery  Plasma Yellow Pearl  Standard ModelThis vehicle includes a Money-Back Guarantee and passed our precise inspection process. Be|…|st of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.Thank you for visiting another one of Autonation Subaru West's online listings! Please continue for more information on this 2023 Subaru Crosstrek with 7,992mi. When you purchase a vehicle with the CARFAX Buyback Guarantee, you're getting what you paid for. The CARFAX report shows this Subaru Crosstrek is a well cared for One-Owner vehicle. The Subaru Crosstrek is the benchmark all other SUVs strive to meet. With exceptional power, towing and handling, this SUV can handle anything thrown at it. Simply put, this all wheel drive vehicle is engineered with higher standards. Enjoy improved steering, superior acceleration, and increased stability and safety while driving this AWD SubaruCrosstrek .",2023-05-04T08:27:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N9971A,Nissan Sentra SV,2023,20000-29999,26500,"2956 N Germantown Pkwy Bartlett, TN 38133",Y,Y,N,3N1AB8CV1PY227754,Automatic CVT,CVT,2.0L DOHC,2000.0,Gasoline,"",1813,mi.,sedan,Front-wheel Drive,Black,Yes,None reported,,No,"CVT with Xtronic, Charcoal Cloth.",2023-05-04T08:16:27.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HP14079,Toyota Camry LE,2023,20000-29999,29688,"3295 Pine Ridge Rd Naples, FL 34109",Y,Y,N,4T1C11AK2PU748389,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",9028,mi.,sedan,Front-wheel Drive,Celestial Silver Metallic,Yes,None reported,Yes,No,"CARFAX One-Owner. Clean CARFAX. Black w/Fabric Seat Trim. Intelligent Pricing At Germain Honda of Naples, we value your time and strive to provide the Right Car, at the Right Price, the Right Way! We use extensive research and technology to constantly analyze market data to provide aggressive below|…|market pricing on each of our vehicles. This business philosophy enables a great experience throughout your vehicle selection process leaving the back and forth negotiation to a minimum. It also provides you with the confidence that you are purchasing a quality vehicle at a fair price. Each of our vehicles are extensively inspected and reconditioned by Honda trained certified technicians to offer only the finest quality and dependable vehicles. You will have a pleasant shopping and service experience that is fun, informative, and never high pressured.",2023-05-04T08:35:08.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
UC2617,Hyundai Kona SEL,2023,20000-29999,26358,"5200 N Port Washington Rd Glendale, WI 53217",Y,Y,N,KM8K6CAB0PU987433,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",600,mi.,suv,All-wheel Drive,Gray,Yes,None reported,Yes,Yes,"Certified. Ecotronic Gray 2023 Hyundai Kona SEL AWD IVT 2.0L 4-Cylinder HYUNDAI CERTIFIED, Kona SEL, 4D Sport Utility, 2.0L 4-Cylinder, IVT, AWD, Ecotronic Gray, Gray w/Cloth Seat Trim. This vehicle comes with Hyundai's Certified Pre-owned warranty. Also, you can purchase any used vehicle here at Am|…|ato Nissan with confidence knowing if you don't absolutely love it, you can return it hassle free within 3 days! Odometer is 2044 miles below market average! 28/33 City/Highway MPG Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  Roadside Assistance  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Vehicle History",2023-05-04T08:39:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
Y245498A,Kia Seltos LX,2023,20000-29999,24689,"1340 Spartanburg Hwy Hendersonville, NC 28792",Y,Y,N,KNDEPCAA2P7371270,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",8373,mi.,suv,All-wheel Drive,Steel Gray,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Bluetooth, Backup Camera, 4-Wheel Disc Brakes, 6 Speakers, 6.052 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay & Android Auto, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Carpet Floor Mats, Cloth Seat Trim, Delay-|…|off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Lifestyle Hitch, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/MP3 Display Audio, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Wheels: 17 Alloy w/Dark Gray Finish. Call or Email to check for availability 888-378-1207 Ask about the Nissan of Hendersonville Advantage! AWD Steel Gray 2023 2.0L I4 MPI Kia Seltos LX IVT We have a transparent and simple buying process. This is our Nissan of Hendersonville Advantage! See our website www.nissanofhendersonville.com and check out our promise to you! May not represent actual vehicle. (Options, colors, trim and body style may vary). Note that CPO/Used vehicles may be subject to unrepaired manufacturer recalls. Please contact the manufacturer for recall assistance/questions before purchasing or check the NHTSA website for current recall information: https://vinrcl.safercar.gov/vin/. Prices do not include tax, tag, t",2023-05-04T08:53:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
DN5780,Hyundai Sonata SE,2023,20000-29999,25880,"5660 Warden Rd North Little Rock, AR 72116",Y,N,N,KMHL24JA4PA271018,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4070,mi.,sedan,Front-wheel Drive,White,No,None reported,,No,"2023 Hyundai Sonata SE Sonata SE, FWD, Black Cloth, 16 x 6.5J Aluminum Alloy Wheels, 6 Speakers, Air Conditioning, Apple CarPlay & Android Auto, Auto High-beam Headlights, Delay-off headlights, Dual front impact airbags, Dual front side impact airbags, Exterior Parking Camera Rear, Front anti-roll b|…|ar, Front Bucket Seats, Front Center Armrest, Fully automatic headlights, Heated door mirrors, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Overhead airbag, Power door mirrors, Power steering, Power windows, Premium Cloth Seating Surfaces, Radio: AM/FM/MP3/HD Display Audio, Rear anti-roll bar, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Steering wheel mounted audio controls. Clean CARFAX.",2023-05-04T08:47:39.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P7850900S,Kia Soul S,2023,20000-29999,22991,"423 W 3rd Ave Spokane, WA 99201",Y,Y,N,KNDJ23AU6P7850900,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3690,mi.,hatchback,Front-wheel Drive,Snow White Pearl,Yes,None reported,,Yes,"CARFAX 1-Owner, LOW MILES - 3,690! EPA 35 MPG Hwy/29 MPG City! NAV, Blind Spot Monitor, Lane Keeping Assist, Smart Device Integration, Dual Zone A/C, Remote Engine Start, Satellite Radio, iPod/MP3 Input, Back-Up Camera SEE MORE!======KEY FEATURES INCLUDE: Navigation, Back-Up Camera, Satellite Radio,|…|iPod/MP3 Input, Onboard Communications System, Aluminum Wheels, Remote Engine Start, Dual Zone A/C, Smart Device Integration, Lane Keeping Assist, Blind Spot Monitor MP3 Player, Privacy Glass, Keyless Entry, Child Safety Locks, Steering Wheel Controls. Kia S with Snow White Pearl exterior and Black interior features a 4 Cylinder Engine with 147 HP at 6200 RPM. ======EXPERTS CONCLUDE: Great Gas Mileage: 35 MPG Hwy. ======BUY WITH CONFIDENCE: CARFAX 1-Owner ======WHY BUY FROM US: Subaru of Spokane located at 423 W. 3rd Ave. in Spokane, Washington takes pride in our helpful staff and we will do everything to make your car buying experience the best you have ever had. We have helped many people from the communities of Spokane, Post Falls, Coeur D'Alene and Hayden get into the Subaru car of their dreams. Our Washington Subaru dealership features a wide selection of New 2015 Subaru models, Certified Pre-owned Subaru's and all makes and models of used cars, trucks and SUV's Plus sales tax, title and license. A negotiable documentary service fee up to $150 may be added. Price contains all applicable dealer incentives and non-limited factory rebates. You may qualify for additional rebates; see dealer for details.",2023-05-04T08:46:59.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
1230133L,Hyundai Sonata SE,2023,20000-29999,26495,"2979 Auto Center Cir Stockton, CA 95212",Y,Y,Y,KMHL24JA7PA276858,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4066,mi.,sedan,Front-wheel Drive,Red,Yes,None reported,,No,"Clean CARFAX. Certified. Ultimate Red 2023 Hyundai Sonata SE FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 CERTIFIED BY CARFAX- NO ACCIDENTS AND ONE OWNER, Sonata SE, 4D Sedan, Ultimate Red, Black Cloth. Prior Dealer Rental Recent Arrival! 28/38 City/Highway MPG Hyundai Certified Pre-Owned Details:|…|Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Roadside Assistance  Vehicle History  Warranty Deductible: $50",2023-05-04T08:34:07.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
14035684,Kia Seltos Nightfall,2023,20000-29999,28999,"26 Days Dr Sutton, WV 26601",N,N,N,KNDEUCA29P7370375,Automatic,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,1600.0,Gasoline,25–30 mpg,8954,mi.,suv,All-wheel Drive,Dark Ocean Blue/White Roof,Yes,None reported,,Yes,Dark Ocean Blue/White Roof 2023 Kia Seltos Nightfall AWD 7-Speed Automatic I4,2023-05-04T08:40:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
KU238674L,Kia Seltos S,2023,20000-29999,26510,"730 Boston Turnpike Shrewsbury, MA 01545",N,N,N,KNDEU2AA3P7398674,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",5122,mi.,suv,Front-wheel Drive,Gravity Gray,Yes,None reported,,No,"Clean CARFAX. CARFAX One-Owner. Gravity Gray 2023 Kia Seltos S FWD IVT 2.0L I4 MPI 6 Speakers, AM/FM radio, Apple CarPlay & Android Auto, Auto High-beam Headlights, Bumpers: body-color, Carpet Floor Mats, Cloth & Sofino Premium Leatherette Seat Trim, Driver door bin, Driver vanity mirror, Front Buck|…|et Seats, Front Center Armrest, Front reading lights, Heated door mirrors, Illuminated entry, Leather Shift Knob, Outside temperature display, Overhead console, Passenger door bin, Power door mirrors, Power steering, Power windows, Radio: AM/FM/MP3 Display Audio, Rear seat center armrest, Remote keyless entry, Roof rack: rails only, Split folding rear seat, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 17 Alloy w/Dark Gray Finish. Recent Arrival! Odometer is 506 miles below market average! 29/35 City/Highway MPG Please come visit us at 730 Boston Turnpike, Shrewsbury, MA 01545 or at http://www.wagnerkiaofshrewsbury.com/. You can also reach us for Sales at 508-841-5740 , Service at 508-841-5740 , or Parts at 508-841-5740 .  All Pre-owned prices include a dealer finance incentive.",2023-05-04T08:16:06.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H00895A,Hyundai Elantra SEL,2023,20000-29999,23990,"3035 Lexington Road Nicholasville, KY 40356",Y,Y,N,5NPLM4AG5PH100029,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4419,mi.,sedan,Front-wheel Drive,Red,Yes,None reported,,Yes,"Recent Arrival! Cronin Certified Hyundai!! (10 YEAR 100 K WARRANTY) New car at a PRE-OWNED Price! Calypso red and trimmed out Black interior!! Stop in and see the CRONIN Difference!! CARFAX One-Owner. Clean CARFAX. Odometer is 1462 miles below market average!2023 Hyundai Elantra SEL Calypso Red FWD|…|4D Sedan IVT I4CERTIFIED CPO 100,000 MILE WARRANTY, ONE OWNER, LIKE NEW CONDITION.No kidding!! Best online prices!! A++ rating with the BBB, Cronin has a lot full of deals, and if we don't have it we can get it fast. Here is a list of options we can get you Black, Red, White, Yellow, Green, Brown, Blue, Grey, Silver, Tan, and Purple vehicles. We can get Cars, Trucks, Vans, and SUV's with AWD/4WD, 2nd Row Bucket Seating, 3rd Row Seats, Cruise Control, Back-Up Camera, Bluetooth, No Accidents, Dual Power Seats, Heated Leather Seating, Power Moonroof, Sunroof, Panoramic Vista Roof, New Tires, New Brakes, Non-Smoker Interior, 30+ MPG, One Owner Carfax Certified, Premium Wheels, Premium Cloth Seating, Premium Sound System, 3rd Row Seating, Trailer Hitch, Navigation, Rear Back-Up Sensors, Rear Bucket Seats, Leather Seats, DVD Player, Remainder of Factory Warranty, Remote Keyless Entry, Remote Start, Service Records Available, Steering Wheel Controls, Tow Package, Traction Control, USB Ports, XM Radio, Sirius, and much more! Must print and present at time of arrival to receive internet pricing. It the best deal in town!! So use some ink and paper and print this out!!",2023-05-04T08:48:34.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
